SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_ANNUITY,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_2,EXT_SOURCE_3,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,SK_ID_PREV,AMT_APPLICATION,CNT_PAYMENT,AMT_CREDIT,AMT_GOODS_PRICE
100011,0,Cash loans,F,0,112500,33826.5,Children,Pensioner,Secondary / secondary special,Married,House / apartment,0.018634,-20099,365243,-7427,-3514,Unknown,2,2,2,WEDNESDAY,14,0,0,0,0,0,0,XNA,0.205747288,0.751723715,1,0,1,0,0,0,0,0,0,0,1,1430602,135931.5,12,577028.25,524715.75
100011,0,Cash loans,F,0,112500,33826.5,Children,Pensioner,Secondary / secondary special,Married,House / apartment,0.018634,-20099,365243,-7427,-3514,Unknown,2,2,2,WEDNESDAY,14,0,0,0,0,0,0,XNA,0.205747288,0.751723715,1,0,1,0,0,0,0,0,0,0,1,1843384,0,0,599805,569894.6125
100012,0,Revolving loans,M,0,135000,20250,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.019689,-14469,-2019,-14437,-3992,Laborers,1,2,2,THURSDAY,8,0,0,0,0,0,0,Electricity,0.746643629,0.510852906,2,0,2,0,-1673,0,0,0,0,0,0,2243829,18720,12,214348.5,211860
100012,0,Revolving loans,M,0,135000,20250,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.019689,-14469,-2019,-14437,-3992,Laborers,1,2,2,THURSDAY,8,0,0,0,0,0,0,Electricity,0.746643629,0.510852906,2,0,2,0,-1673,0,0,0,0,0,0,2164190,135000,24,281754,270000
100012,0,Revolving loans,M,0,135000,20250,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.019689,-14469,-2019,-14437,-3992,Laborers,1,2,2,THURSDAY,8,0,0,0,0,0,0,Electricity,0.746643629,0.510852906,2,0,2,0,-1673,0,0,0,0,0,0,2480304,90000,18,259636.5,247500
100016,0,Cash loans,F,0,67500,5881.5,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.031329,-13439,-2717,-311,-3227,Laborers,2,2,2,FRIDAY,10,0,0,0,0,0,0,Business Entity Type 2,0.715041819,0.176652579,0,0,0,0,-2370,0,0,0,1,0,0,1466167,47115,8,61634.25,57307.5
100016,0,Cash loans,F,0,67500,5881.5,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.031329,-13439,-2717,-311,-3227,Laborers,2,2,2,FRIDAY,10,0,0,0,0,0,0,Business Entity Type 2,0.715041819,0.176652579,0,0,0,0,-2370,0,0,0,1,0,0,1251047,290250,24,156532.5,178875
100017,0,Cash loans,M,1,225000,28966.5,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.016612,-14086,-3028,-643,-4911,Drivers,3,2,2,THURSDAY,13,0,0,0,0,0,0,Self-employed,0.566906613,0.77008707,0,0,0,0,-4,0,0,0,0,0,1,2769249,158040,10,535594.5,427770
100017,0,Cash loans,M,1,225000,28966.5,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.016612,-14086,-3028,-643,-4911,Drivers,3,2,2,THURSDAY,13,0,0,0,0,0,0,Self-employed,0.566906613,0.77008707,0,0,0,0,-4,0,0,0,0,0,1,1562063,195291,24,558438.75,446395.5
100018,0,Cash loans,F,0,189000,32778,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010006,-14583,-203,-615,-2056,Laborers,2,2,1,MONDAY,9,0,0,0,0,0,0,Transport: type 2,0.642656205,0.510852906,0,0,0,0,-188,0,0,0,0,0,0,2073931,48510,12,414938.25,364005
100018,0,Cash loans,F,0,189000,32778,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010006,-14583,-203,-615,-2056,Laborers,2,2,1,MONDAY,9,0,0,0,0,0,0,Transport: type 2,0.642656205,0.510852906,0,0,0,0,-188,0,0,0,0,0,0,2704445,536364,6,655022.25,607932
100018,0,Cash loans,F,0,189000,32778,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010006,-14583,-203,-615,-2056,Laborers,2,2,1,MONDAY,9,0,0,0,0,0,0,Transport: type 2,0.642656205,0.510852906,0,0,0,0,-188,0,0,0,0,0,0,1176822,571774.5,12,644136.75,625637.25
100018,0,Cash loans,F,0,189000,32778,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010006,-14583,-203,-615,-2056,Laborers,2,2,1,MONDAY,9,0,0,0,0,0,0,Transport: type 2,0.642656205,0.510852906,0,0,0,0,-188,0,0,0,0,0,0,1251951,36805.365,10,405242.9325,358152.6825
100019,0,Cash loans,M,0,157500,20160,Family,Working,Secondary / secondary special,Single / not married,Rented apartment,0.020713,-8728,-1157,-3494,-1368,Laborers,1,3,3,SATURDAY,6,0,0,0,1,1,0,Business Entity Type 2,0.346633981,0.678567689,0,0,0,0,-925,0,0,0,0,0,1,1620327,84136.5,12,202227.75,165818.25
100021,0,Revolving loans,F,1,81000,13500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010966,-9776,-191,-4143,-2427,Laborers,3,2,2,MONDAY,10,0,0,0,1,1,0,Construction,0.683513346,0.510852906,4,0,4,0,-2811,0,0,0,0,0,0,2383711,26100,6,148738.5,148050
100021,0,Revolving loans,F,1,81000,13500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010966,-9776,-191,-4143,-2427,Laborers,3,2,2,MONDAY,10,0,0,0,1,1,0,Construction,0.683513346,0.510852906,4,0,4,0,-2811,0,0,0,0,0,0,1973524,22428,6,141750,146214
100021,0,Revolving loans,F,1,81000,13500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010966,-9776,-191,-4143,-2427,Laborers,3,2,2,MONDAY,10,0,0,0,1,1,0,Construction,0.683513346,0.510852906,4,0,4,0,-2811,0,0,0,0,0,0,1213820,71950.5,12,174773.25,170975.25
100021,0,Revolving loans,F,1,81000,13500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010966,-9776,-191,-4143,-2427,Laborers,3,2,2,MONDAY,10,0,0,0,1,1,0,Construction,0.683513346,0.510852906,4,0,4,0,-2811,0,0,0,0,0,0,2425547,99189,12,184347,184594.5
100021,0,Revolving loans,F,1,81000,13500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010966,-9776,-191,-4143,-2427,Laborers,3,2,2,MONDAY,10,0,0,0,1,1,0,Construction,0.683513346,0.510852906,4,0,4,0,-2811,0,0,0,0,0,0,1485871,26100,6,148738.5,148050
100022,0,Revolving loans,F,0,112500,7875,Other_A,Working,Secondary / secondary special,Widow,House / apartment,0.04622,-17718,-7804,-8751,-1259,Laborers,1,1,1,FRIDAY,13,0,0,0,0,0,0,Housing,0.706428403,0.556727426,8,0,8,0,-239,0,0,0,0,0,0,1319299,89091,18,130351.5,123295.5
100023,0,Cash loans,F,1,90000,17563.5,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,0.015221,-11348,-2038,-1021,-3964,Core staff,2,2,2,MONDAY,12,0,0,0,0,0,0,Kindergarten,0.58661714,0.477649155,0,0,0,0,-1850,0,0,0,0,0,2,2411919,91282.5,16,318818.25,272891.25
100023,0,Cash loans,F,1,90000,17563.5,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,0.015221,-11348,-2038,-1021,-3964,Core staff,2,2,2,MONDAY,12,0,0,0,0,0,0,Kindergarten,0.58661714,0.477649155,0,0,0,0,-1850,0,0,0,0,0,2,1131053,78705,10,310585.5,266602.5
100023,0,Cash loans,F,1,90000,17563.5,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,0.015221,-11348,-2038,-1021,-3964,Core staff,2,2,2,MONDAY,12,0,0,0,0,0,0,Kindergarten,0.58661714,0.477649155,0,0,0,0,-1850,0,0,0,0,0,2,2454202,180000,24,391866.75,317250
100025,0,Cash loans,F,1,202500,37561.5,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-14815,-1652,-2299,-2299,Sales staff,3,2,2,MONDAY,9,0,0,0,0,0,0,Trade: type 7,0.233766958,0.542445144,0,0,0,0,0,0,0,0,0,1,4,1271192,58455,6,584691.75,492727.5
100025,0,Cash loans,F,1,202500,37561.5,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-14815,-1652,-2299,-2299,Sales staff,3,2,2,MONDAY,9,0,0,0,0,0,0,Trade: type 7,0.233766958,0.542445144,0,0,0,0,0,0,0,0,0,1,4,1724082,900000,24,1087566.75,913500
100025,0,Cash loans,F,1,202500,37561.5,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-14815,-1652,-2299,-2299,Sales staff,3,2,2,MONDAY,9,0,0,0,0,0,0,Trade: type 7,0.233766958,0.542445144,0,0,0,0,0,0,0,0,0,1,4,2023031,95625,6,614099.25,511312.5
100025,0,Cash loans,F,1,202500,37561.5,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-14815,-1652,-2299,-2299,Sales staff,3,2,2,MONDAY,9,0,0,0,0,0,0,Trade: type 7,0.233766958,0.542445144,0,0,0,0,0,0,0,0,0,1,4,1239349,452782.755,18,806126.3775,689891.3775
100025,0,Cash loans,F,1,202500,37561.5,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-14815,-1652,-2299,-2299,Sales staff,3,2,2,MONDAY,9,0,0,0,0,0,0,Trade: type 7,0.233766958,0.542445144,0,0,0,0,0,0,0,0,0,1,4,1338206,121500,6,634970.25,524250
100026,0,Cash loans,F,1,450000,32521.5,Unaccompanied,Working,Secondary / secondary special,Married,Rented apartment,0.020713,-11146,-4306,-114,-2518,Sales staff,3,3,2,THURSDAY,6,0,0,0,0,0,0,Self-employed,0.457142972,0.358951229,0,0,0,0,-468,0,0,0,0,0,5,1252218,132345,6,314932.5,291172.5
100026,0,Cash loans,F,1,450000,32521.5,Unaccompanied,Working,Secondary / secondary special,Married,Rented apartment,0.020713,-11146,-4306,-114,-2518,Sales staff,3,3,2,THURSDAY,6,0,0,0,0,0,0,Self-employed,0.457142972,0.358951229,0,0,0,0,-468,0,0,0,0,0,5,1772508,675000,36,621009,562500
100026,0,Cash loans,F,1,450000,32521.5,Unaccompanied,Working,Secondary / secondary special,Married,Rented apartment,0.020713,-11146,-4306,-114,-2518,Sales staff,3,3,2,THURSDAY,6,0,0,0,0,0,0,Self-employed,0.457142972,0.358951229,0,0,0,0,-468,0,0,0,0,0,5,1701107,0,15.99563863,248760,338144.6125
100027,0,Cash loans,F,0,83250,23850,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.006296,-24827,365243,-9012,-3684,Unknown,2,3,3,FRIDAY,12,0,0,0,0,0,0,XNA,0.624304737,0.669056695,0,0,0,0,-795,0,0,0,0,0,3,2531618,225000,12,239850,225000
100027,0,Cash loans,F,0,83250,23850,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.006296,-24827,365243,-9012,-3684,Unknown,2,3,3,FRIDAY,12,0,0,0,0,0,0,XNA,0.624304737,0.669056695,0,0,0,0,-795,0,0,0,0,0,3,2447872,226984.5,10,239658.75,225992.25
100027,0,Cash loans,F,0,83250,23850,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.006296,-24827,365243,-9012,-3684,Unknown,2,3,3,FRIDAY,12,0,0,0,0,0,0,XNA,0.624304737,0.669056695,0,0,0,0,-795,0,0,0,0,0,3,1811514,202500,12,227857.5,213750
100030,0,Cash loans,F,0,90000,11074.5,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-19334,-3494,-2419,-2893,Cleaning staff,2,2,2,SATURDAY,8,0,0,0,0,0,0,Business Entity Type 3,0.651405637,0.461482391,0,0,0,0,0,0,0,0,0,0,0,2691769,33660,12,129330,129330
100030,0,Cash loans,F,0,90000,11074.5,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-19334,-3494,-2419,-2893,Cleaning staff,2,2,2,SATURDAY,8,0,0,0,0,0,0,Business Entity Type 3,0.651405637,0.461482391,0,0,0,0,0,0,0,0,0,0,0,2579186,33660,12,129330,129330
100030,0,Cash loans,F,0,90000,11074.5,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-19334,-3494,-2419,-2893,Cleaning staff,2,2,2,SATURDAY,8,0,0,0,0,0,0,Business Entity Type 3,0.651405637,0.461482391,0,0,0,0,0,0,0,0,0,0,0,1929809,33660,12,129330,129330
100030,0,Cash loans,F,0,90000,11074.5,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-19334,-3494,-2419,-2893,Cleaning staff,2,2,2,SATURDAY,8,0,0,0,0,0,0,Business Entity Type 3,0.651405637,0.461482391,0,0,0,0,0,0,0,0,0,0,0,2197792,33250.5,15.99563863,129125.25,129125.25
100030,0,Cash loans,F,0,90000,11074.5,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-19334,-3494,-2419,-2893,Cleaning staff,2,2,2,SATURDAY,8,0,0,0,0,0,0,Business Entity Type 3,0.651405637,0.461482391,0,0,0,0,0,0,0,0,0,0,0,2179840,47241,6,137367,136120.5
100030,0,Cash loans,F,0,90000,11074.5,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-19334,-3494,-2419,-2893,Cleaning staff,2,2,2,SATURDAY,8,0,0,0,0,0,0,Business Entity Type 3,0.651405637,0.461482391,0,0,0,0,0,0,0,0,0,0,0,1583574,36720,15.99563863,130860,130860
100030,0,Cash loans,F,0,90000,11074.5,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-19334,-3494,-2419,-2893,Cleaning staff,2,2,2,SATURDAY,8,0,0,0,0,0,0,Business Entity Type 3,0.651405637,0.461482391,0,0,0,0,0,0,0,0,0,0,0,1265862,33660,12,127647,129330
100030,0,Cash loans,F,0,90000,11074.5,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-19334,-3494,-2419,-2893,Cleaning staff,2,2,2,SATURDAY,8,0,0,0,0,0,0,Business Entity Type 3,0.651405637,0.461482391,0,0,0,0,0,0,0,0,0,0,0,1883850,33660,6,127647,129330
100030,0,Cash loans,F,0,90000,11074.5,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-19334,-3494,-2419,-2893,Cleaning staff,2,2,2,SATURDAY,8,0,0,0,0,0,0,Business Entity Type 3,0.651405637,0.461482391,0,0,0,0,0,0,0,0,0,0,0,1625550,21969.225,15.99563863,123484.6125,123484.6125
100032,0,Cash loans,M,1,112500,23827.5,Family,Working,Secondary / secondary special,Married,House / apartment,0.019101,-15948,-1234,-5782,-3153,Laborers,3,2,2,SATURDAY,10,0,0,0,0,1,1,Industry: type 11,0.541123702,0.659405532,2,0,2,0,-2,0,0,0,0,0,0,1514328,69255,6,184639.5,169627.5
100034,0,Revolving loans,M,0,90000,9000,Unaccompanied,Working,Higher education,Single / not married,With parents,0.030755,-10341,-1010,-4799,-3015,Laborers,1,2,2,TUESDAY,16,0,0,0,0,0,0,Business Entity Type 3,0.502779038,0.510852906,0,0,0,0,-599,0,0,0,0,0,0,1187878,121455,6,147541.5,150727.5
100035,0,Cash loans,F,0,292500,24592.5,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.025164,-15280,-2668,-5266,-3787,Unknown,2,2,2,WEDNESDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.479987342,0.410102573,0,0,0,0,-1634,0,0,0,1,0,5,1339797,0,15.99563863,332946,351644.6125
100035,0,Cash loans,F,0,292500,24592.5,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.025164,-15280,-2668,-5266,-3787,Unknown,2,2,2,WEDNESDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.479987342,0.410102573,0,0,0,0,-1634,0,0,0,1,0,5,2449573,46935,10,355808.25,261967.5
100035,0,Cash loans,F,0,292500,24592.5,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.025164,-15280,-2668,-5266,-3787,Unknown,2,2,2,WEDNESDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.479987342,0.410102573,0,0,0,0,-1634,0,0,0,1,0,5,2425354,135000,12,414812.25,306000
100035,0,Cash loans,F,0,292500,24592.5,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.025164,-15280,-2668,-5266,-3787,Unknown,2,2,2,WEDNESDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.479987342,0.410102573,0,0,0,0,-1634,0,0,0,1,0,5,1219930,25087.5,6,346110.75,251043.75
100035,0,Cash loans,F,0,292500,24592.5,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.025164,-15280,-2668,-5266,-3787,Unknown,2,2,2,WEDNESDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.479987342,0.410102573,0,0,0,0,-1634,0,0,0,1,0,5,2276677,0,15.99563863,332946,351644.6125
100035,0,Cash loans,F,0,292500,24592.5,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.025164,-15280,-2668,-5266,-3787,Unknown,2,2,2,WEDNESDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.479987342,0.410102573,0,0,0,0,-1634,0,0,0,1,0,5,1198431,117000,12,386766,297000
100035,0,Cash loans,F,0,292500,24592.5,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.025164,-15280,-2668,-5266,-3787,Unknown,2,2,2,WEDNESDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.479987342,0.410102573,0,0,0,0,-1634,0,0,0,1,0,5,2500673,540000,24,624330,508500
100035,0,Cash loans,F,0,292500,24592.5,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.025164,-15280,-2668,-5266,-3787,Unknown,2,2,2,WEDNESDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.479987342,0.410102573,0,0,0,0,-1634,0,0,0,1,0,5,1297562,0,15.99563863,332946,351644.6125
